Title,Title_Romaji,Title_English,Title_Japanese,Season,SeasonYear,Genre1,Genre2,Genre3,Demographic,Studio,Title_Clean,Circulation_Num,Circulation_PreAnime
Midori no Makibao,Midori no Makibao, Green Meadow Makibao,?????????,SPRING,1996,Comedy,Sports,,Shounen,Studio Pierrot,Midori no Makibao,,
Mieruko-chan,Mieruko-chan,Mieruko-chan,???????,FALL,2021,Comedy,Horror,Slice of Life,Seinen,Passione,Mieruko-chan,,
Miira no Kaikata,Miira no Kaikata,How to Keep a Mummy,???????,WINTER,2018,Comedy,Slice of Life,Supernatural,,8-bit,Miira no Kaikata,,
Mikakunin de Shinkoukei,Mikakunin de Shinkoukei,Engaged to the Unidentified,???????,WINTER,2014,Comedy,Romance,Slice of Life,Seinen,Doga Kobo,Mikakunin de Shinkoukei,,
Minami-ke,Minami-ke, Minami-ke,????,FALL,2007,Comedy,Slice of Life,,Shounen,Daume,Minami-ke,,
Mitsuboshi Colors,Mitsuboshi Colors,Mitsuboshi Colors,???????,WINTER,2018,Comedy,Slice of Life,,Shounen,SILVER LINK.,Mitsuboshi Colors,,
Mitsudomoe,Mitsudomoe, Mitsudomoe,?????,SUMMER,2010,Comedy,Slice of Life,,Shounen,Bridge,Mitsudomoe,,
Mitsume ga Tooru,Mitsume ga Tooru, The Three-Eyed One,???????,FALL,1990,Adventure,,,Shounen,Tezuka Productions,Mitsume ga Tooru,,
Miyuki,Miyuki, Miyuki,???,SPRING,1983,Romance,Slice of Life,,Shounen,,Miyuki,25142,
Mizuiro Jidai,Mizuiro Jidai, Aqua Age,????,SPRING,1996,Romance,Slice of Life,,Shoujo,Studio Comet,Mizuiro Jidai,,
Mob Psycho 100,Mob Psycho 100,Mob Psycho 100,?????100,SUMMER,2016,Action,Comedy,Drama,Shounen,bones,Mob Psycho 100,,
Mokke,Mokke, Mokke,???,FALL,2007,Mystery,Slice of Life,Supernatural,Seinen,MADHOUSE,Mokke,,
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,"Problem Children Are Coming From Another World, Aren't They?",???????????????????,WINTER,2013,Action,Comedy,Fantasy,,diomedéa,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,,
Mononogatari,Mononogatari,Malevolent Spirits: Mononogatari,??????,WINTER,2023,Action,Supernatural,,Seinen,Bandai Namco Pictures,Mononogatari,,
Mononoke,Mononoke,Mononoke,????,SUMMER,2007,Fantasy,Horror,Mystery,,Toei Animation,Mononoke,,
Monster,MONSTER,Monster,MONSTER,SPRING,2004,Drama,Horror,Mystery,Seinen,MADHOUSE,Monster,20189,
Mou Ippon!,Mou Ippon!,Ippon! again,??????!,WINTER,2023,Slice of Life,Sports,,Shounen,BAKKEN RECORD,Mou Ippon!,,
Mouryou no Hako,Mouryou no Hako, Box of Goblins,????,FALL,2008,Mystery,Supernatural,Thriller,,MADHOUSE,Mouryou no Hako,,
Moyashimon,Moyashimon, Moyashimon:  Tales of Agriculture,?????,FALL,2007,Comedy,Supernatural,,Seinen,Telecom Animation Film,Moyashimon,,
Mugen no Juunin,Mugen no Juunin,Blade of the Immortal,?????,SUMMER,2008,Action,Adventure,Supernatural,Seinen,Bee Train,Mugen no Juunin,,
Mugen no Ryvius,Mugen no Ryvius,Infinite Ryvius,?????????,FALL,1999,Drama,Mecha,Psychological,,Sunrise,Mugen no Ryvius,,
Muhyo to Rouji no Mahouritsu Soudan Jimusho,Muhyo to Rouji no Mahouritsu Soudan Jimusho,Muhyo & Roji's Bureau of Supernatural Investigation,?????????????????,SUMMER,2018,Action,Comedy,Mystery,Shounen,Studio DEEN,Muhyo to Rouji no Mahouritsu Soudan Jimusho,,
Munou na Nana,Munou na Nana,Talentless Nana,?????,FALL,2020,Drama,Horror,Mystery,Shounen,Bridge,Munou na Nana,,
Mushikaburi-hime,Mushikaburi-hime,Bibliophile Princess,?????,FALL,2022,Drama,Romance,,Josei,MADHOUSE,Mushikaburi-hime,,
Mushishi,Mushishi,MUSHI-SHI,??,FALL,2005,Adventure,Fantasy,Mystery,Seinen,Artland,Mushishi,,
Muteki Kanban Musume,Muteki Kanban Musume,Ramen Fighter Miki,?????,SUMMER,2006,Action,Comedy,,Shounen,Telecom Animation Film,Muteki Kanban Musume,,
My Home Hero,My Home Hero,My Home Hero,?????????,SPRING,2023,Action,Drama,Psychological,Seinen,Tezuka Productions,My Home Hero,,2000000
Nabari no Ou,Nabari no Ou, Nabari no Ou,???,SPRING,2008,Action,Drama,Psychological,Shounen,J.C.STAFF,Nabari no Ou,,
Nagi no Asu kara,Nagi no Asukara,A Lull in the Sea,??????,FALL,2013,Drama,Fantasy,Romance,,P.A.WORKS,Nagi no Asu kara,,
Nakanohito Genome [Jikkyouchuu],Naka no Hito Genome [Jikkyouchuu],The Ones Within,?????????????,SUMMER,2019,Adventure,Comedy,Drama,Shoujo,SILVER LINK.,Nakanohito Genome [Jikkyouchuu],,
Nami yo Kiitekure,Nami yo Kiitekure,"Wave, Listen to Me!",???????,SPRING,2020,Comedy,Drama,Romance,Seinen,Sunrise,Nami yo Kiitekure,,
Nana,NANA,NANA,NANA-??-,SPRING,2006,Drama,Music,Romance,Shoujo,MADHOUSE,Nana,5059,
Nana Maru San Batsu,Nana Maru San Batsu,Fastest Finger First,???? ????,SUMMER,2017,Comedy,Slice of Life,Sports,Seinen,TMS Entertainment,Nana Maru San Batsu,,
Nanatsu no Maken ga Shihai suru,Nanatsu no Maken ga Shihai Suru,Reign of the Seven Spellblades,??????????,SUMMER,2023,Action,Fantasy,,,J.C.STAFF,Nanatsu no Maken ga Shihai suru,,
Nanbaka,Nanbaka,NANBAKA,????,FALL,2016,Action,Comedy,Drama,,Satelight,Nanbaka,,
Narue no Sekai,Narue no Sekai,The World of Narue,?????,SPRING,2003,Comedy,Romance,Sci-Fi,Shounen,Studio Live,Narue no Sekai,,
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Shadow Star Narutaru,???? ~?????????~,SUMMER,2003,Drama,Horror,Supernatural,Seinen,Planet,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,,
Naruto,NARUTO,Naruto,NARUTO -???-,FALL,2002,Action,Adventure,Comedy,Shounen,Studio Pierrot,Naruto,2506,
Natsu no Arashi!,Natsu no Arashi!,Natsu no Arashi!,?????!,SPRING,2009,Comedy,Fantasy,Romance,,Shaft,Natsu no Arashi!,,
Natsuyuki Rendezvous,Natsuyuki Rendezvous,Natsuyuki Rendezvous,???????,SUMMER,2012,Drama,Romance,Supernatural,Josei,Doga Kobo,Natsuyuki Rendezvous,,
Nejimaki Seirei Senki: Tenkyou no Alderamin,Nejimaki Seirei Senki: Tenkyou no Alderamin,Alderamin on the Sky,???????? ?????????,SUMMER,2016,Action,Adventure,Drama,,MADHOUSE,Nejimaki Seirei Senki: Tenkyou no Alderamin,,
Neon Genesis Evangelion,Shin Seiki Evangelion,Neon Genesis Evangelion,???????????,FALL,1995,Action,Drama,Mecha,,Gainax,Neon Genesis Evangelion,25143,
Net-juu no Susume,Net-juu no Susume,Recovery of an MMO Junkie,???????,FALL,2017,Comedy,Fantasy,Romance,Josei,Signal.MD,Net-juu no Susume,,
New Game!,NEW GAME!,NEW GAME!,NEW GAME!,SUMMER,2016,Comedy,Slice of Life,,Seinen,Doga Kobo,New Game!,,
NHK ni Youkoso!,NHK ni Youkoso!,Welcome to the N-H-K,N?H?K?????!,SUMMER,2006,Comedy,Drama,Psychological,,GONZO,NHK ni Youkoso!,,
Nichijou,Nichijou,Nichijou - My Ordinary Life,??,SPRING,2011,Comedy,Slice of Life,,Shounen,Kyoto Animation,Nichijou,,
NieA Under 7,NieA Under 7,NieA_7,?? ???????,SPRING,2000,Comedy,Sci-Fi,Slice of Life,,Triangle Staff,NieA Under 7,,
Niehime to Kemono no Ou,Niehime to Kemono no Ou,Sacrificial Princess and the King of Beasts,??????,SPRING,2023,Drama,Fantasy,Romance,Shoujo,J.C.STAFF,Niehime to Kemono no Ou,,
Night Head Genesis,NIGHT HEAD GENESIS, Night Head Genesis,NIGHT HEAD GENESIS,SUMMER,2006,Drama,Horror,Mystery,,,Night Head Genesis,,
Nijiiro Days,Nijiiro Days,Rainbow Days,?????,WINTER,2016,Comedy,Romance,Slice of Life,Shoujo,Ashi Productions,Nijiiro Days,,
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,Ningen Fushin: Adventurers Who Don’t Believe in Humanity Will Save the World,????????????????????,WINTER,2023,Action,Adventure,Fantasy,,GEEKTOYS,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,,
Ninin ga Shinobuden,Ninin ga Shinobuden,Ninja Nonsense,????????,SUMMER,2004,Comedy,,,Shounen,ufotable,Ninin ga Shinobuden,,
Ninja Hattori-kun,Ninja Hattori-kun, Ninja Hattori-kun,????????,FALL,1981,Comedy,,,,,Ninja Hattori-kun,,
Nisekoi,Nisekoi,Nisekoi,????,WINTER,2014,Comedy,Romance,Slice of Life,Shounen,Shaft,Nisekoi,,1542417000000
No Guns Life,No Guns Life,No Guns Life,??????????,FALL,2019,Action,Drama,Sci-Fi,Seinen,MADHOUSE,No Guns Life,,
No.6,NO.6,No.6,NO.6,SUMMER,2011,Action,Drama,Psychological,Shoujo,bones,No.6,,
Noblesse,NOBLESSE,Noblesse,NOBLESSE -????-,FALL,2020,Action,Supernatural,,Shounen,Production I.G,Noblesse,,
Nobunaga Concerto,Nobunaga Concerto,Nobunaga Concerto,?????????????,SUMMER,2014,Comedy,Romance,,Shounen,,Nobunaga Concerto,,
Nobunagun,Nobunagun,Nobunagun,?????,WINTER,2014,Action,Comedy,Sci-Fi,Shounen,Bridge,Nobunagun,,
Nodame Cantabile,Nodame Cantabile, Nodame Cantabile,?????????,WINTER,2007,Comedy,Drama,Music,Josei,J.C.STAFF,Nodame Cantabile,3981,
Nokemono-tachi no Yoru,Nokemono-tachi no Yoru,The tale of outcasts,????????,WINTER,2023,Drama,Fantasy,Romance,Shounen,Ashi Productions,Nokemono-tachi no Yoru,,
Non Non Biyori,Non Non Biyori,Non Non Biyori,???????,FALL,2013,Slice of Life,,,Seinen,SILVER LINK.,Non Non Biyori,,
Noragami,Noragami,Noragami,????,WINTER,2014,Action,Adventure,Comedy,Shounen,bones,Noragami,,
Noramimi,Noramimi, Noramimi,????,WINTER,2008,Comedy,,,,,Noramimi,,
Norn9: Norn+Nonet,NORN9: Norn + Nonet,Norn9,NORN9 ???+????,WINTER,2016,Drama,Romance,Sci-Fi,Josei,Kinema Citrus,Norn9: Norn+Nonet,,
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,Noumin Kanren no Skill Bakka Agetetara Naze ka Tsuyoku Natta.,I've Somehow Gotten Stronger When I Improved My Farm-Related Skills,?????????????????????????,FALL,2022,Adventure,Comedy,Fantasy,,studio A-CAT,Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,,
Nurarihyon no Mago,Nurarihyon no Mago,Nura: Rise of the Yokai Clan,????????,SUMMER,2010,Action,Supernatural,,Shounen,Studio DEEN,Nurarihyon no Mago,,
Nurse Angel Ririka SOS,Nurse Angel Ririka SOS, Nurse Angel Ririka SOS,???????????SOS,SUMMER,1995,Drama,Fantasy,Mahou Shoujo,Shoujo,Studio Gallop,Nurse Angel Ririka SOS,,
Nyan Koi!,Nyan Koi!,Nyan Koi!,?????!,FALL,2009,Comedy,Romance,Slice of Life,Seinen,AIC,Nyan Koi!,,
Nyanko Days,Nyanko Days,Nyanko Days,???????,WINTER,2017,Comedy,Slice of Life,,,EMT Squared,Nyanko Days,,
Occultic;Nine,Occultic;Nine,Occultic;Nine,Occultic;Nine -???????????-,FALL,2016,Mystery,Sci-Fi,Supernatural,,A-1 Pictures,Occultic;Nine,,
Oda Nobuna no Yabou,Oda Nobuna no Yabou,The Ambition of Oda Nobuna,???????,SUMMER,2012,Action,Comedy,Drama,,MADHOUSE,Oda Nobuna no Yabou,,
Oishinbo,Oishinbo, Oishinbo,?????,FALL,1988,Drama,Slice of Life,,Seinen,,Oishinbo,13513,
Ojamajo Doremi,Ojamajo Doremi,Magical DoReMi,????????,WINTER,1999,Comedy,Drama,Fantasy,,Toei Animation,Ojamajo Doremi,,
Ojisan to Marshmallow,Oji-san to Marshmallow: Hige-san to Yume Marshmallow,Ojisan to Marshmallow: Hige-san and Marshmallow,?????????? ???????????,SPRING,2016,Comedy,Slice of Life,,Seinen,Creators in Pack,Ojisan to Marshmallow,,
One Outs,One Outs,One Outs,?????,FALL,2008,Psychological,Sports,,Seinen,MADHOUSE,One Outs,,
One Piece,ONE PIECE,ONE PIECE,ONE PIECE,FALL,1999,Action,Adventure,Comedy,Shounen,Toei Animation,One Piece,6001,
Oniisama e...,Onii-sama e...,Dear Brother,??????…,SUMMER,1991,Drama,Psychological,,Shoujo,Tezuka Productions,Oniisama e...,,
Onmyou Taisenki,Onmyou Tai Senki,Onmyo Taisenki,?????,FALL,2004,Action,Adventure,Fantasy,Shounen,,Onmyou Taisenki,,
Ookami Shoujo to Kuro Ouji,Ookami Shoujo to Kuro Ouji,Wolf Girl and Black Prince,??????????,FALL,2014,Comedy,Romance,Slice of Life,Shoujo,TYO Animations,Ookami Shoujo to Kuro Ouji,,102872000000
Ookami to Koushinryou,Ookami to Koushinryou,Spice and Wolf,?????,WINTER,2008,Adventure,Fantasy,Romance,,Imagin,Ookami to Koushinryou,,
Ookami-san to Shichinin no Nakama-tachi,Ookami-san to Shichinin no Nakama-tachi,Okami-san and Her Seven Companions,??????????????,SUMMER,2010,Comedy,Romance,,,J.C.STAFF,Ookami-san to Shichinin no Nakama-tachi,,
Ookiku Furikabutte,Ookiku Furikabutte,Big Windup!,??????????,SPRING,2007,Comedy,Sports,,Seinen,A-1 Pictures,Ookiku Furikabutte,,
Orange,orange,Orange,orange,SUMMER,2016,Drama,Romance,Supernatural,Shoujo,Telecom Animation Film,Orange,,
Ore Monogatari!!,Ore Monogatari!!,My Love Story!!,???!!,SPRING,2015,Comedy,Romance,,Shoujo,MADHOUSE,Ore Monogatari!!,,
Ore no Imouto ga Konnani Kawaii Wake ga Nai,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,Oreimo,????????????????,FALL,2010,Comedy,Slice of Life,,,AIC Build,Ore no Imouto ga Konnani Kawaii Wake ga Nai,,
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Oreshura,????????????????,WINTER,2013,Comedy,Romance,,,A-1 Pictures,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,,
Ore wa Teppei,Ore wa Teppei, I am Teppei,?????,FALL,1977,Action,Sports,,Shounen,Nippon Animation,Ore wa Teppei,,
Orenchi no Furo Jijou,Orenchi no Furo Jijou,Orenchi no Furo Jijo,?????????,FALL,2014,Comedy,Fantasy,Slice of Life,Shoujo,Asahi Production,Orenchi no Furo Jijou,,
Orient,ORIENT,ORIENT,?????,WINTER,2022,Action,Adventure,Comedy,Shounen,A.C.G.T.,Orient,,
Osake wa Fuufu ni Natte kara,Osake wa Fuufu ni Natte kara,Love is Like a Cocktail,???????????,FALL,2017,Comedy,Romance,Slice of Life,Seinen,Creators in Pack,Osake wa Fuufu ni Natte kara,,
Osananajimi ga Zettai ni Makenai Love Comedy,Osananajimi ga Zettai ni Makenai Love Come,Osamake: Romcom Where The Childhood Friend Won't Lose,????????????????,SPRING,2021,Comedy,Romance,,,Doga Kobo,Osananajimi ga Zettai ni Makenai Love Comedy,,
Oshi ga Budoukan Ittekuretara Shinu,Oshi ga Budoukan Ittekuretara Shinu,"If My Favorite Pop Idol Made It to the Budokan, I Would Die",???????????????,WINTER,2020,Comedy,Music,Slice of Life,Seinen,8-bit,Oshi ga Budoukan Ittekuretara Shinu,,
Oshiete! Galko-chan,Oshiete! Galko-chan,Please tell me! Galko-chan,????! ???????,WINTER,2016,Comedy,Slice of Life,,Seinen,feel.,Oshiete! Galko-chan,,
Osomatsu-kun,Osomatsu-kun, Osomatsu-kun,?????(1966??),WINTER,1966,Comedy,,,,Studio Zero,Osomatsu-kun,,
Otogizoushi,Otogizoushi,Otogi Zoshi: The Legend of Magatama,????,SUMMER,2004,Adventure,Drama,Fantasy,,Production I.G,Otogizoushi,,
Otoko Ippiki Gaki Daishou,Otoko Ippiki Gaki Daishou, One Man Gang,???????,FALL,1969,Action,Drama,,Shounen,,Otoko Ippiki Gaki Daishou,,
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… X: Unmei no Hito ni Deatte Shimatta...,My Next Life as a Villainess: All Routes Lead to Doom! X - I Met My Destined One...,????????????????????????????…X ?????????????...,FALL,2021,Comedy,Fantasy,Romance,,SILVER LINK.,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,,
Otome Game Sekai wa Mob ni Kibishii Sekai desu,Otomege Sekai wa Mob ni Kibishii Sekai desu,Trapped in a Dating Sim: The World of Otome Games Is Tough for Mobs,?????????????????,SPRING,2022,Action,Fantasy,Mecha,,ENGI,Otome Game Sekai wa Mob ni Kibishii Sekai desu,,
Otome wa Boku ni Koishiteru,Otome wa Boku ni Koishiteru,Otoboku: Maidens are Falling for Me,?????????,FALL,2006,Comedy,Drama,Romance,,feel.,Otome wa Boku ni Koishiteru,,
Otome Youkai Zakuro,Otome Youkai Zakuro,Zakuro,????? ???,FALL,2010,Romance,Supernatural,,Seinen,J.C.STAFF,Otome Youkai Zakuro,,
Otonari ni Ginga,Otonari ni Ginga,A Galaxy Next Door,???????,SPRING,2023,Comedy,Romance,,Seinen,Asahi Production,Otonari ni Ginga,,
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,The Angel Next Door Spoils Me Rotten,????????????????????????,WINTER,2023,Romance,Slice of Life,,,project No.9,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,,
Ou Dorobou Jing,Ou Dorobou JING,Jing: King of Bandits,????? JING,SPRING,2002,Adventure,Comedy,Fantasy,Shounen,Studio DEEN,Ou Dorobou Jing,,
Ouran Koukou Host Club,Ouran Koukou Host Club,Ouran High School Host Club,????????,SPRING,2006,Comedy,Drama,Romance,Shoujo,bones,Ouran Koukou Host Club,,
Ousama Ranking,Ousama Ranking,Ranking of Kings,???????,FALL,2021,Action,Adventure,Drama,Seinen,WIT STUDIO,Ousama Ranking,,
Oushitsu Kyoushi Heine,Oushitsu Kyoushi Heine,The Royal Tutor,???????,SPRING,2017,Comedy,Slice of Life,,Shounen,Bridge,Oushitsu Kyoushi Heine,,
Over Drive,Over Drive, Over Drive,????????,SPRING,2007,Sports,,,Shounen,Xebec,Over Drive,,
Overlord,Overlord,Overlord,???????,SUMMER,2015,Action,Adventure,Fantasy,,MADHOUSE,Overlord,,
Overman King Gainer,OVERMAN King Gainer, Overman King Gainer,OVERMAN???????,FALL,2002,Action,Adventure,Mecha,,Sunrise,Overman King Gainer,,
Owari no Seraph,Owari no Seraph,Seraph of the End: Vampire Reign,???????,SPRING,2015,Action,Drama,Fantasy,Shounen,WIT STUDIO,Owari no Seraph,,
Ozmafia!!,OZMAFIA!!,OZMAFIA!!,OZMAFIA!!,SUMMER,2016,Comedy,Fantasy,,,Creators in Pack,Ozmafia!!,,
Pan de Peace!,Pan de Peace!, Pan de Peace!,???Peace!,SPRING,2016,Comedy,Slice of Life,,Seinen,Asahi Production,Pan de Peace!,,
Pandora Hearts,Pandora Hearts,PandoraHearts,???????,SPRING,2009,Adventure,Fantasy,Supernatural,Shounen,Xebec,Pandora Hearts,,
Papa no Iukoto wo Kikinasai!,Papa no Iukoto wo Kikinasai!,"Listen to Me, Girls. I Am Your Father!",?????????????!,WINTER,2012,Comedy,Drama,Romance,,feel.,Papa no Iukoto wo Kikinasai!,,
Paradise Kiss,Paradise Kiss, Paradise Kiss,????????,FALL,2005,Comedy,Drama,Romance,Josei,MADHOUSE,Paradise Kiss,,
Paripi Koumei,Paripi Koumei,Ya Boy Kongming!,?????,SPRING,2022,Comedy,Drama,Music,Seinen,P.A.WORKS,Paripi Koumei,,
Patalliro!,Patalliro!, Patalliro!,????!,SPRING,1982,Adventure,Comedy,Romance,Shoujo,Toei Animation,Patalliro!,25146,
Peace Maker Kurogane,PEACE MAKER Kurogane,Peacemaker,PEACE MAKER ?,FALL,2003,Action,Comedy,,Shounen,GONZO,Peace Maker Kurogane,,
Peach Boy Riverside,Peach Boy Riverside,Peach Boy Riverside,????????????,SUMMER,2021,Adventure,Fantasy,,Shounen,Asahi Production,Peach Boy Riverside,,
Peach Girl,Peach Girl,Peach Girl: Super Pop Love Hurricane,??????,WINTER,2005,Drama,Romance,Slice of Life,Shoujo,Studio Comet,Peach Girl,,
Pet,pet,pet,pet,WINTER,2020,Drama,Psychological,Supernatural,Seinen,Geno Studio,Pet,,
Petshop of Horrors,Petshop of Horrors,Petshop of Horrors,Petshop of Horrors,WINTER,1999,Horror,Mystery,Psychological,Josei,MADHOUSE,Petshop of Horrors,,
Phantom: Requiem for the Phantom,Phantom: Requiem for the Phantom,Phantom: Requiem for the Phantom,Phantom ?Requiem for the Phantom?,SPRING,2009,Action,Drama,Thriller,,Bee Train,Phantom: Requiem for the Phantom,,
Phi Brain: Kami no Puzzle,Phi Brain: Kami no Puzzle,Phi Brain: Puzzle of God,???????? ?????,FALL,2011,Action,Mystery,,Shounen,Sunrise,Phi Brain: Kami no Puzzle,,
Planet With,Planet With,Planet With,?????????,SUMMER,2018,Action,Mecha,Sci-Fi,,J.C.STAFF,Planet With,,
Planetes,Planetes,Planetes,?????,FALL,2003,Drama,Romance,Sci-Fi,Seinen,Sunrise,Planetes,,
Platinum End,Platinum End,Platinum End,???????,FALL,2021,Drama,Mystery,Psychological,Shounen,Signal.MD,Platinum End,,
Plunderer,Plunderer,Plunderer,?????,WINTER,2020,Action,Adventure,Comedy,Shounen,GEEKTOYS,Plunderer,,
Poputepipikku,Poputepipikku,Pop Team Epic,???????,WINTER,2018,Comedy,,,Seinen,Kamikaze Douga,Poputepipikku,,
Potemayo,Potemayo, Potemayo,????,SUMMER,2007,Comedy,,,Seinen,J.C.STAFF,Potemayo,,
Poyopoyo Kansatsu Nikki,Poyopoyo Kansatsu Nikki,Poyopoyo,????????,WINTER,2012,Comedy,Slice of Life,,Seinen,Studio DEEN,Poyopoyo Kansatsu Nikki,,
Princess Princess,Princess Princess,Princess Princess,???????????,SPRING,2006,Comedy,,,Shoujo,Studio DEEN,Princess Princess,,
Princess Tutu,Princess Tutu,Princess Tutu,?????????,SUMMER,2002,Drama,Fantasy,Mahou Shoujo,Shounen,Hal Film Maker,Princess Tutu,,
Psycho-Pass,PSYCHO-PASS,PSYCHO-PASS,PSYCHO-PASS ?????,FALL,2012,Action,Psychological,Sci-Fi,,Production I.G,Psycho-Pass,,
Pugyuru,Pugyuru, Pugyuru,????,SPRING,2004,Comedy,Fantasy,,,Creators Dot Com,Pugyuru,,
Pumpkin Scissors,Pumpkin Scissors,Pumpkin Scissors,??????????,FALL,2006,Action,Comedy,Drama,Shounen,GONZO,Pumpkin Scissors,,
Pupa,Pupa, Pupa,????,WINTER,2014,Drama,Fantasy,Horror,Shounen,Studio DEEN,Pupa,,
Pupipo!,Pupipo!, Pupipo!,????!,WINTER,2014,Slice of Life,Supernatural,,,AIC Plus+,Pupipo!,,
Pygmalio,Pygmalio, Pygmalio,?????,FALL,1990,Adventure,Fantasy,,Shoujo,Nippon Animation,Pygmalio,,
RahXephon,RahXephon,RahXephon,??????,WINTER,2002,Drama,Mecha,Music,,bones,RahXephon,,
Rainbow: Nisha Rokubou no Shichinin,RAINBOW: Nisha Rokubou no Shichinin,Rainbow,RAINBOW -???????-,SPRING,2010,Drama,Psychological,Thriller,Seinen,MADHOUSE,Rainbow: Nisha Rokubou no Shichinin,,
Ramen Daisuki Koizumi-san,Ramen Daisuki Koizumi-san,Ms. Koizumi Loves Ramen Noodles,???????????,WINTER,2018,Comedy,Slice of Life,,,Studio Gokumi,Ramen Daisuki Koizumi-san,,
RDG: Red Data Girl,RDG: Red Data Girl,Red Data Girl,RDG ?????????,SPRING,2013,Drama,Romance,Supernatural,,P.A.WORKS,RDG: Red Data Girl,,
Re-Kan!,Re-Kan!, Re-Kan!,????!,SPRING,2015,Comedy,Supernatural,,Seinen,Studio Signpost,Re-Kan!,,
Re:Creators,Re:CREATORS,Re:CREATORS,Re:CREATORS,SPRING,2017,Action,Drama,Fantasy,,TROYCA,Re:Creators,,
Re:Zero kara Hajimeru Isekai Seikatsu,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,Re:????????????,SPRING,2016,Action,Adventure,Drama,,WHITE FOX,Re:Zero kara Hajimeru Isekai Seikatsu,,
Rebirth,Rebirth, Rebirth,????,WINTER,2020,Comedy,Slice of Life,,,LIDENFILMS,Rebirth,,
Red Garden,Red Garden,Red Garden,??? ????,FALL,2006,Drama,Mystery,Psychological,,GONZO,Red Garden,,
Rekka no Honoo,Rekka no Honoo,Flame of Recca,????,SUMMER,1997,Action,Adventure,,Shounen,Studio Pierrot,Rekka no Honoo,,
ReLIFE,ReLIFE,ReLIFE,ReLIFE,SUMMER,2016,Comedy,Drama,Romance,Seinen,TMS Entertainment,ReLIFE,,
Rental Magica,Rental Magica,Rental Magica,???????,FALL,2007,Action,Fantasy,Mystery,,ZEXCS,Rental Magica,,
Ribbon no Kishi,Ribbon no Kishi,Princess Knight,??????,SPRING,1967,Action,Fantasy,Mystery,Shoujo,Mushi Production,Ribbon no Kishi,,
RideBack,RideBack,RideBack,??????,WINTER,2009,Action,Drama,Mecha,Seinen,MADHOUSE,RideBack,,
Rifle Is Beautiful,Rifle Is Beautiful,Chidori RSC,???????????????,FALL,2019,Comedy,Slice of Life,Sports,Seinen,Studio 3Hz,Rifle Is Beautiful,,
Rikei ga Koi ni Ochita no de Shoumei shitemita.,Rikei ga Koi ni Ochita no de Shoumei shitemita.,"Science Fell in Love, So I Tried to Prove It",?????????????????,WINTER,2020,Comedy,Romance,,Shounen,Zero-G,Rikei ga Koi ni Ochita no de Shoumei shitemita.,,
Rikujou Bouei-tai Mao-chan,Rikujou Boueitai Mao-chan,Ground Defense Force Mao-chan,??????????,SUMMER,2002,Comedy,Mahou Shoujo,Sci-Fi,,Xebec,Rikujou Bouei-tai Mao-chan,,
Ristorante Paradiso,Ristorante Paradiso,Ristorante Paradiso,?????????????,SPRING,2009,Drama,Romance,Slice of Life,Josei,David Production,Ristorante Paradiso,,
Robotics;Notes,Robotics;Notes,Robotics;Notes,Robotics;Notes,FALL,2012,Drama,Mecha,Sci-Fi,,Production I.G,Robotics;Notes,,
Rokka no Yuusha,Rokka no Yuusha,Rokka -Braves of the Six Flowers-,?????,SUMMER,2015,Action,Adventure,Fantasy,,Passione,Rokka no Yuusha,,
Rokudenashi Majutsu Koushi to Akashic Records,Rokudenashi Majutsu Koushi to Akashic Records,Akashic Records of Bastard Magic Instructor,??????????????(?????????),SPRING,2017,Action,Comedy,Fantasy,,LIDENFILMS,Rokudenashi Majutsu Koushi to Akashic Records,,
Rokudou no Onna-tachi,Rokudou no Onna-tachi,Rokudo's Bad Girls,???????,SPRING,2023,Action,Comedy,Drama,Shounen,Satelight,Rokudou no Onna-tachi,,
