Name,Max Players,Play Time,Min Age,Rating Average,Complexity Average,Mechanics,no. of mechanics
The Game of Life,6,60,8,4,20338,Hexagon Grid,2
The Game of Life Express,5,20,8,6,13651,Cooperative Game,5
The Game of Life in Monstropolis,4,45,8,4,19268,Roll / Spin and Move,1
The Game of Life Junior,4,30,5,4,19892,Roll / Spin and Move,1
The Game of Life: A Jedi's Path,4,60,9,5,19922,Dice Rolling,3
The Game of Life: Adventures Card Game,4,15,8,5,19737,Cooperative Game,5
The Game of Life: Despicable Me,4,45,5,4,19388,Action Points,7
The Game of Life: Indiana Jones,4,60,0,5,17760, Dice Rolling,2
The Game of Life: Pirates of the Caribbean,6,45,9,4,19752, Dice Rolling,5
The Game of Life: Pirates of the Caribbean - Dead Man's Chest,6,45,9,5,18987, Card Drafting,2
The Game of Life: Quarter-Life Crisis,4,15,12,5,17336,Roll / Spin and Move,1
The Game of Life: Twists & Turns,4,60,9,5,13225, Tile Placement,1
The Game of Maze,4,20,10,4,19208,Roll / Spin and Move,2
The Game of Medici: Arms,4,6,180,53,68,Action Queue,7
The Game of Nasty Things...,15,60,18,5,15835,Memory,1
The Game of Nations,4,120,12,5,19611, Set Collection,1
The Game of Real Life,6,30,8,5,15323,Area Movement,9
The Game of Shakespeare,4,60,10,4,19532,Trick-taking,1
The Game of Sniglets,6,45,10,5,17850,Roll / Spin and Move,2
The Game of Things,15,45,14,6,3799,Family Games,1
The Game of Wolf,12,45,14,6,13179,Team-Based Game,3
The Game of Y,2,20,10,7,6947,Bingo,4
The Game: Extreme,5,30,8,7,2062,Action Queue,4
The Game: Face to Face,2,20,8,7,2718,Grid Movement,3
The Gardens of the Alhambra,4,60,8,6,3834,Children's Games,1
The Garlic Vampires,4,20,5,6,12067,Dice Rolling,12
The Gate of R'lyeh,8,60,12,7,12079,Acting,3
The Generals,2,10,8,6,7173, Rock-Paper-Scissors,3
The Genius Square,2,30,6,6,9769,Acting,2
The Gnumies,5,20,8,5,18792, Hand Management,1
The Godfather Game,4,90,12,5,16019,Paper-and-Pencil,3
The Godfather: A New Don,6,45,14,6,7545,Area Majority / Influence,4
The Golden Ages,4,90,12,7,991, Set Collection,2
The Golden City,4,60,10,6,2424,Set Collection,1
The Golden Compass,4,30,10,4,19638,Team-Based Game,4
The Golden Sails,4,35,12,6,6637,Hand Management,3
The Golden Wilderness,5,120,15,6,10844,Card Drafting,3
The Goonies: Adventure Card Game,4,45,14,6,5835,Hand Management,3
The Gothic Game,8,90,10,6,10916,Dice Rolling,7
The Grand Alchemist,6,90,10,4,18514,Cooperative Game,5
The Grand Campaign,2,360,14,8,10979,Dice Rolling,2
The Grand Carnival,4,60,12,7,3511,Network and Route Building,3
The Grand Trunk Journey,4,120,12,7,4301,Area Majority / Influence,3
The Grape Escape,4,20,5,5,19510,Dice Rolling,5
The Great Balloon Race,8,30,7,6,7566,Area Movement,6
The Great Barrier Reef Card Game,5,45,14,7,7372,Hand Management,2
The Great Battles of Alexander,2,240,12,7,5138,Party Games,1
The Great Battles of Alexander: Macedonian Art of War,4,240,0,8,4491,Party Games,1
The Great Brain Robbery,7,60,10,5,16921, Trick-taking,1
The Great Chili Cookoff,7,30,8,5,12445,Action Points,7
The Great City of Rome,4,60,10,6,5504,Pattern Building,2
The Great Crisis of Frederick II,2,480,12,7,7696,Action Points,7
The Great Dalmuti,8,60,8,6,1385, Dice Rolling,1
The Great Debate,10,30,12,6,15540,Communication Limits,10
The Great Dinosaur Rush,5,60,10,7,2666,Enclosure,3
The Great Downhill Ski Game,4,30,10,6,14777,Cooperative Game,6
The Great Dragon Race,4,45,8,6,14796,Card Drafting,10
The Great Fire of London 1666,6,120,12,6,2483,Dice Rolling,8
The Great Game of Britain,5,30,10,5,14712,Action Points,3
The Great Game: Rival Empires in Central Asia 1837-1886,2,180,0,7,7922,Chit-Pull System,5
The Great Heathen Army,2,60,0,8,10310,Card Drafting,5
The Great Khan Game,6,90,10,6,5037,Action Queue,2
The Great Pacific War: The Second World War in the Pacific,5,480,12,6,9989, Memory,2
The Great Patriotic War: Nazi Germany vs. the Soviet Union,2,180,12,5,14963,Action Points,3
The Great Persuader,8,30,12,5,15415,Betting and Bluffing,1
The Great Race,4,60,10,8,7493,Action Points,6
The Great Redoubt: A Game of the Battle of Borodino,2,600,12,6,9527,Dice Rolling,4
The Great Snowball Battle,6,15,8,5,18305,Dice Rolling,4
The Great Space Race,6,180,10,6,5737,Action Points,2
The Great Tour: European Cities,6,30,8,5,17519,Card Drafting,3
The Great Wall,4,180,13,7,10032,Betting and Bluffing,4
The Great War,2,60,0,7,1853,Hand Management,4
The Great War 1914-1918,7,120,12,6,12712,Auction/Bidding,5
The Great War in Europe,2,360,12,6,6973,Hexagon Grid,2
The Great War in the Near East,2,360,12,6,9177, Hand Management,3
The Grimm Forest,4,60,14,7,799,Betting and Bluffing,1
The Grimm Masquerade,5,40,8,7,2587, Hand Management,3
The Grimwood,6,60,12,6,15013,Hand Management,2
The Grizzled,5,30,14,7,404,Area Movement,2
The Grunwald Swords,2,120,14,7,10607,Dice Rolling,3
The Guardians: Explore,5,90,13,7,8224,Action Queue,3
The Guinness Game of Records,6,60,10,4,18776,Cooperative Game,8
The Guns of August,6,1080,12,5,8781,Hand Management,4
The Guns of Gettysburg,4,180,13,7,1969, Set Collection,2
The Habit of Victory: From Warsaw to Eylau to Friedland,2,3900,0,7,6632,Dice Rolling,5
The Halls of Montezuma,2,240,11,6,6491,Chit-Pull System,14
The Hamburger Game,4,30,5,5,18823,Worker Placement,1
The Hamsters,6,30,5,4,18861,Roll / Spin and Move,2
The Hanging Gardens,4,45,8,6,1577,Campaign / Battle Card Driven,4
The Hardest Days,1,240,12,7,9631,Auction/Bidding,3
The Haunted Clock Tower,6,15,5,5,14773,Cooperative Game,3
The Haunting House,6,45,10,5,20181,Dice Rolling,2
The Headlines Game,12,45,12,6,9577,Card Drafting,3
The Hearmees,4,20,5,6,11731,Action Retrieval,7
The Heavens of Olympus,5,60,13,5,15702,Dice Rolling,6
The Hell of Stalingrad,4,90,10,7,4954,Dice Rolling,4
The HellGame,6,180,12,6,5496,Cooperative Game,1
The Hen Commandments,8,45,15,5,14682,Role Playing,5
The Heroes of Kaskaria,4,20,6,6,7136,Hand Management,3
The High Kings of Tara,4,30,10,6,13037,Action Points,8
The Hills Rise Wild!,4,180,12,6,6687, Paper-and-Pencil,3
The Hobbit,5,45,8,6,4488,Children's Games,1
The Hobbit Adventure Boardgame,4,90,10,5,11515,Area Majority / Influence,3
The Hobbit Card Game,5,30,10,5,20153,Hand Management,2
The Hobbit: An Unexpected Journey,4,15,7,5,16584,Dice Rolling,4
The Hobbit: An Unexpected Journey - Das Kartenspiel,4,30,8,5,16295,Dice Rolling,4
The Hobbit: An Unexpected Journey - Journey to the Lonely Mountain Strategy Game,4,60,14,5,16943,Set Collection,2
The Hobbit: An Unexpected Journey Deck-Building Game,5,45,15,6,4398,Dice Rolling,4
The Hobbit: An Unexpected Party,4,60,10,7,12731,Pick-up and Deliver,2
The Hobbit: Enchanted Gold,2,30,8,5,16931,Hand Management,5
The Hobbit: The Defeat of Smaug,6,30,8,4,20273,Abstract Games,1
The Hobbit: The Desolation of Smaug,4,60,15,6,6872,Acting,2
The Hollywood! Card Game,4,15,12,5,16568,Dice Rolling,1
The Honeymooners Game,6,45,10,4,18901,Roll / Spin and Move,2
The Horse Race Game,15,10,8,5,17775,Betting and Bluffing,2
The Horse Soldiers: Forrest at Bay,2,120,12,6,13633,Dice Rolling,3
The Horus Heresy: Betrayal at Calth,2,60,0,7,4831,Card Drafting,6
The Horus Heresy: Burning of Prospero,2,90,0,7,8862,Dice Rolling,3
The Hundred Years War,2,180,12,5,15904,Auction/Bidding,3
The Hunger Games: District 12 Strategy Game,4,30,14,5,19887,Memory,2
The Hunger Games: Jabberjay Card Game,12,30,14,4,19453,Hand Management,2
The Hunger Games: Training Days,6,30,14,5,17879,Set Collection,3
The Hunt for Red October,2,60,12,5,8391,Grid Movement,3
The Hunters A.D. 2114,4,90,13,8,4977,Card Drafting,3
The Impossible Machine,5,30,6,5,18832,Action Points,8
The Incredible Hulk Smash,4,30,6,5,16585,Pick-up and Deliver,2
The Incredibles: Save the Day Game,4,30,6,6,10828,Cooperative Game,3
The Indian Mutiny,2,300,12,5,17173,Role Playing,4
The Invasion of Russia (1812),2,960,0,7,9067, Modular Board,2
The Inventors,4,60,9,5,18671,Hand Management,4
The Ironclads: A Tactical Level Game of Naval Combat in the American Civil War 1861-1865,8,120,12,7,4542, Betting and Bluffing,3
The Island of Doctor Lucky,8,40,12,6,11705,Children's Games,1
The Island of El Dorado,4,80,10,6,2797, Point to Point Movement,4
The Isle of Cats,4,90,8,8,108, Grid Movement,3
The Isle of Doctor Necreaux,5,40,14,5,17938, Set Collection,1
The Isle of Pan,4,45,8,5,16121,Dice Rolling,4
The Italian Campaign: Anzio,2,240,12,5,17417,Area Movement,4
The Italian Campaign: Salerno,2,240,12,5,16964,Acting,2
The Italian Campaign: Sicily,2,240,12,5,17466,Paper-and-Pencil,2
The Italian Front: 1915-1918,2,360,12,7,7548,Abstract Games,1
The Jam,4,40,5,5,17598,Modular Board,4
The Jaws of Victory: Battle of Korsun-Cherkassy Pocket - January/February 1944,5,3000,16,8,6417, Area Movement,3
The Jelly Monster Lab,5,45,8,4,19277,Hand Management,2
The Jewish War,2,45,12,5,15392,Auction/Bidding,7
The Journeys of Paul,6,180,10,5,13959,Area Majority / Influence,3
The Kaiser's Pirates,4,90,9,6,4529, Pattern Building,3
The Keep,6,60,10,5,16006,Cooperative Game,1
The Key: Murder at the Oakdale Club,4,20,8,7,7230,Card Drafting,2
The Key: Raub in der Cliffrock Villa,4,20,8,7,7471,Enclosure,4
The Kids of Catan,4,20,4,5,19991, Player Elimination,3
The Killing Ground,4,300,12,8,5581,Area Majority / Influence,4
The King Commands,6,30,10,5,9856,Dice Rolling,3
The King Is Dead,4,50,12,7,1408,Dice Rolling,6
The King of All Bards,6,60,10,7,10214,Cube Tower,3
The King of Frontier,4,30,10,6,5204, Dice Rolling,2
The King's Abbey,5,180,12,6,3190,Dice Rolling,3
The King's Dilemma,5,60,14,8,564,Cooperative Game,4
The King's Guild,6,120,14,7,1916,Team-Based Game,2
The King's Men,5,45,8,6,14519,Card Drafting,7
The King's War: The First English Civil War 1642-1646,2,240,12,7,7799,Deck Bag and Pool Building,2
The King's Will,4,90,10,7,4096, Set Collection,2
The Kingdoms of Crusaders,2,30,12,5,12641,Grid Movement,2
The Kringle Caper,4,60,13,7,10156,Deduction,1
The Lady and the Tiger,6,20,6,6,3798,Card Drafting,3
The Ladybug Game,4,20,3,4,20016,Cooperative Game,1
The Ladybug's Costume Party,6,30,4,6,4985,Cooperative Game,2
The Lamps Are Going Out,4,240,12,7,4215,Storytelling,2
The Lash of the Turk,2,360,14,6,13815,Dice Rolling,3
The Last Banquet,25,45,10,5,18576,Storytelling,1
The Last Blitzkrieg,2,360,12,6,12621,Dice Rolling,7
The Last Bottle of Rum,5,60,10,8,7789,Action Points,2
The Last Crusade,2,120,10,6,9032,Card Drafting,6
The Last Days of the Grande Armee: The Four Days of Waterloo,2,180,0,6,9967,Dice Rolling,2
The Last Garden,4,45,13,7,8014, Dice Rolling,3
The Last Hundred Yards,2,180,0,8,3781, Simultaneous Action Selection,2
The Last King of Scotland: The Uganda-Tanzania War 1978-1978,2,90,13,6,9317,Card Drafting,7
The Last of the Independents,6,120,10,6,11923,Card Drafting,4
The Last Panzer Victory: The Battle of Debrecen,2,360,12,5,16154,Dice Rolling,4
The Last Spike,6,45,10,6,3812,Dice Rolling,3
The Last Starfighter Combat Game,10,90,12,5,15083,Betting and Bluffing,2
The Last Station,12,45,16,8,14888,Player Elimination,1
The Last Straw,4,15,5,4,19811,Team-Based Game,2
The Last Victory,2,420,12,7,10963,Dice Rolling,2
The Laughing Pig,4,15,4,4,19224,Dice Rolling,2
The Legend Begins,2,240,12,7,5333,Auction/Bidding,4
The Legend of Korra: Pro-Bending Arena,2,45,12,7,3927, Set Collection,1
The Legend of Landlock,4,20,8,5,9909,Dice Rolling,6
The Legend of Robin Hood,2,120,12,6,5691,Auction/Bidding,3
The Legend of the Cherry Tree that Blossoms Every Ten Years,4,20,8,6,4959,Grid Coverage,3
The Legend of the Wendigo,6,10,6,6,10777,Cooperative Game,5
The Legend of Zelda,4,45,6,4,18701,Cooperative Game,5
The Legend of Zelda: Clockwork Realm,4,180,12,8,11533,Area Movement,5
The Liberation of Rietburg,4,40,10,6,5471,Action Points,4
The Lion Guard: Protect the Pride Lands,4,15,4,6,7153,Dice Rolling,2
The Lion King,4,10,8,4,19640,Roll / Spin and Move,3
The Little Flower Shop,4,20,10,6,4231,Dice Rolling,7
The Little Orchard,4,15,3,6,4756, Pattern Recognition,3
The Little Prince: Rising to the Stars,6,30,6,6,7088, Hand Management,1
The Livestock Market,4,20,7,5,16988,Dice Rolling,1
The Logo Board Game,6,40,12,5,20186,Pattern Building,3
The London Game,6,30,7,5,18774,Area-Impulse,2
The Lonely Mountain,5,90,13,6,9322,Hexagon Grid,2
The Long Road,4,45,8,7,9755,Area Majority / Influence,3
The Longest Day,8,5400,12,7,3523,Card Drafting,2
The Looney Bin,7,30,9,6,13823,Auction/Bidding,5
The LOOP,4,75,12,8,5102,Card Drafting,2
The Lord of the Ice Garden,4,90,14,7,1336,Hexagon Grid,2
The Lord of the P.I.G.S.,4,30,16,5,15939,Hand Management,1
The Lord of the Rings,5,90,12,6,881,Dice Rolling,5
The Lord of the Rings Adventure Game,4,45,10,6,13619,Grid Movement,4
The Lord of the Rings Dice Building Game,4,30,14,5,12371,Hand Management,2
The Lord of the Rings Labyrinth,4,60,9,6,12243,Chaining,6
The Lord of the Rings Tarot Deck and Card Game,6,20,12,4,19720,Chit-Pull System,5
The Lord of the Rings Trading Card Game,6,45,12,6,1955,Auction/Bidding,2
The Lord of the Rings: Combat Hex Tradeable Miniatures Game,2,60,13,6,6411,Dice Rolling,4
The Lord of the Rings: Journey to Mordor,4,20,8,6,5209, Simultaneous Action Selection,1
The Lord of the Rings: Journeys in Middle-Earth,5,120,14,8,88, Simultaneous Action Selection,1
The Lord of the Rings: Nazgul,5,120,14,5,16135,Auction/Bidding,1
The Lord of the Rings: Strategy Battle Game,2,30,12,7,3629,Paper-and-Pencil,1
The Lord of the Rings: The Battle for Middle-Earth,4,30,8,5,17340, Dice Rolling,3
The Lord of the Rings: The Card Game,2,60,13,7,129, Hand Management,2
The Lord of the Rings: The Complete Trilogy - Adventure Board Game,10,180,8,3,19765,Cooperative Game,3
The Lord of the Rings: The Fellowship of the Ring,6,45,8,3,20275,Grid Movement,7
The Lord of the Rings: The Fellowship of the Ring Board Game,6,90,8,4,19255,Grid Movement,7
The Lord of the Rings: The Mines of Moria,2,30,12,6,6730,Auction/Bidding,4
The Lord of the Rings: The Return of the King,6,60,8,3,20155,Area Movement,8
The Lord of the Rings: The Return of the King Deck-Building Game,5,45,15,7,3759,Dice Rolling,3
The Lord of the Rings: The Two Towers Board Game,6,60,8,3,20216, Set Collection,1
The Lord of the Rings: The Two Towers Deck-Building Game,5,45,15,6,3311,Dice Rolling,3
The Lords of Rock,5,45,8,6,8826,Auction/Bidding,3
The Lords of Rock: Mosh Pit,6,10,8,5,17260,Memory,3
The Lords of Underearth,3,60,12,6,12895,Chit-Pull System,11
The Lost Dutchman,5,45,13,5,17443,Dice Rolling,3
The Lost World Jurassic Park Game,4,90,8,5,11786,Grid Movement,1
The Magic Labyrinth,4,30,6,6,1056, Push Your Luck,3
The Magnates: A Game of Power,5,90,10,6,3495,Party Games,1
The Magnificent Race,4,60,10,6,7256,Hand Management,4
The Maiden in the Forest,1,15,8,6,7381,Area Majority / Influence,6
The major four of Heizei,5,30,8,6,14471,Card Drafting,2
The Manhattan Project,5,120,13,7,329, Player Elimination,3
The Manhattan Project 2: Minutes to Midnight,5,150,13,7,2297, Tile Placement,1
The Manhattan Project: Chain Reaction,5,40,12,6,2507,Hexagon Grid,4
The Manhattan Project: Energy Empire,5,120,13,7,232,Pick-up and Deliver,2
The Mansky Caper,6,50,8,7,8205,Push Your Luck,1
The March of Progress,2,30,12,6,10213,Action Retrieval,2
The Marcher Lords: The Norman Conquest of Wales,2,180,12,6,14408,Card Drafting,3
The Market of Alturien,6,60,10,5,18992,Area Majority / Influence,4
The Martian Investigations,5,120,15,7,11468,Cooperative Game,1
The Masters' Trials: Wrath of Magmaroth,4,90,14,6,5837,Storytelling,1
The Match Game,7,30,10,6,14691,Team-Based Game,2
The McDonald's Game,4,30,6,6,15827,Card Drafting,1
The Menace Among Us,8,60,14,7,5001, Pattern Recognition,1
The Merry Game of Floundering,6,20,4,4,19306,Dice Rolling,1
The Message,9,60,15,6,4094, Rock-Paper-Scissors,3
The Metagame,50,10,17,6,4503,Dice Rolling,2
The Mighty Endeavor,2,360,12,7,3169, Campaign / Battle Card Driven,3
The Mind,4,15,8,6,622, Voting,1
The Mind Extreme,4,20,8,7,3106,Wargames,1
The Mines of Zavandor,4,90,10,6,2833,Card Drafting,2
The Ming Voyages,2,30,12,7,5602,Cooperative Game,5
The Mission: Early Christianity from the Crucifixion to the Crusades,1,240,12,8,7205,Memory,4
The Mob,6,60,12,6,7083,Action Queue,3
The Mole in the Hole,4,45,8,6,3769, Simultaneous Action Selection,1
The Moscow Campaign: Strike and Counterstrike Russia,2,120,12,6,11549,Hexagon Grid,2
The Mother Lode of Sticky Gulch,4,30,10,6,11449,Card Drafting,4
The Muppet Show Game,4,30,7,4,19497,Roll / Spin and Move,3
The Mushroom Eaters,5,90,18,7,5869, Tile Placement,1
The Mutiny on Little Blue,7,45,10,5,17903,Action Retrieval,9
The Mysteries of Peking,6,30,8,5,7393, Area Majority / Influence,3
The Mysterious Forest,4,25,6,5,8287,Grid Movement,5
The Mystery of the Templars,4,150,14,5,14424,Area Movement,3
The Mystic Wood,4,60,12,6,4583,Deduction,3
The Nacho Incident,4,45,10,5,8561,Pattern Building,2
The Name of the Rose,5,75,10,6,1951,Area Movement,5
The Napoleonic Wars,5,240,12,7,2622, Ladder Climbing,3
The Networks,5,90,13,7,560,Grid Movement,2
The Neverland Rescue,2,45,12,6,13411,Set Collection,1
The New Dungeon!,6,45,8,6,6522,Modular Board,2
The New Easy to Master Dungeons & Dragons,8,120,12,6,5650,Hexagon Grid,2
The New Era,5,60,10,7,1229,Area Majority / Influence,8
The New Science,5,90,12,6,4135,Card Drafting,3
The New Yorker: Cartoon Caption Game,6,45,12,6,13151,Acting,2
The Newlywed Game,8,30,18,4,19756,Pattern Building,4
The Next War: Modern Conflict in Europe,2,360,14,7,4711,Pattern Building,1
The Night Cage,5,60,14,7,10905,Cooperative Game,2
The Nightmare Before Christmas TCG,6,45,10,6,9520,Hand Management,4
The Ninth World: A Skillbuilding Game for Numenera,5,60,13,6,9332,Cooperative Game,3
The Normandy Campaign,2,240,12,6,10170, Pattern Recognition,1
The North,2,30,0,7,6510,Action Points,1
The Offensive Band Name Generator,20,30,17,6,15206,Card Drafting,2
The Office DVD Board Game,6,60,13,4,19883,Acting,5
The Office Trivia Game,6,60,0,5,19386,Roll / Spin and Move,3
The Official Dealer McDope Dealing Game,5,90,0,7,14557,Commodity Speculation,1
The Oilman Game,8,120,10,6,11746,Dice Rolling,2
The Old Contemptibles,2,180,12,6,10908,Area Movement,6
The One Hundred Torii,4,60,8,7,3919,Hexagon Grid,2
The Only Word: the Party Word Game,12,20,6,6,14522,Communication Limits,4
The Open Road,6,60,13,6,16934,Action Queue,2
The Opulent,4,90,16,7,8431,Action Points,3
The Oracle of Delphi,4,100,12,7,572,Action Points,3
The Order of Vampire Hunters,4,90,13,7,3767, Rock-Paper-Scissors,2
The Order of Veiel,7,180,15,8,11341,Action Drafting,6
The Oregon Trail Card Game,6,45,12,4,20327,Hexagon Grid,3
The Oregon Trail Game: Journey to Willamette Valley,4,60,13,5,14052,Network and Route Building,3
The Oregon Trail: Hunt for Food Card Game,6,45,12,4,20160,Cooperative Game,5
The Other Hat Trick,3,10,8,6,12622,Hand Management,4
The Others,5,90,14,7,740, Storytelling,2
The Outcast Heroes,4,30,10,6,10755,Card Drafting,4
The Pacific War: From Pearl Harbor to the Philippines,2,120,12,7,11699,Area Movement,4
The Palace of Mad King Ludwig,4,75,13,6,2155,Point to Point Movement,2
The Palaces of Carrara,4,60,10,7,700,Pattern Building,3
The Path of the Adventurers,4,120,12,8,14081,Action Retrieval,12
The Patrons of Venice,5,90,10,6,12305,Card Play Conflict Resolution,6
The Penguin Ultimatum,4,45,10,6,7236,Hexagon Grid,2
The Perfect 10,6,30,12,5,9271,Hexagon Grid,2
The Perfect Heist,6,60,14,5,15081,Dice Rolling,2
The Perfect Moment,2,30,8,6,12465,Action Points,6
The Perfumer,5,90,12,6,9340,Hand Management,4
The Peter Principle Game,4,60,12,4,19475,Action Points,8
The Phantom League,6,90,12,6,5985,Auction/Bidding,2
The Phantom Society,4,20,8,5,7265,Dice Rolling,3
The Phoenix Syndicate,4,90,14,7,12196,Area Majority / Influence,11
The Piggyback Brigade,7,25,4,6,7512,Card Drafting,3
The Pillars of the Earth,4,120,12,7,298,Dice Rolling,3
The Pillars of the Earth: Builders Duel,2,45,10,6,2459,Set Collection,1
The Pioneers Program,6,90,13,6,12827,Hand Management,3
The Pirate Republic,5,90,14,7,5714,Auction/Bidding,2
The Pirate's Flag,6,60,8,7,10112,Dice Rolling,2
The Plot to Assassinate Hitler,2,300,12,5,16214,Pattern Building,2
The Pocket at Falaise,2,240,12,7,7259, Set Collection,2
The Poll Game,8,60,15,6,14535,Voting,8
The Possession,5,60,14,6,11417,Action Points,2
The Potion,7,20,8,5,8902,Dice Rolling,2
The Powerpuff Girls: Mojo Jojo Attacks Townsville Game,2,30,8,6,13658,Campaign / Battle Card Driven,3
The Powerpuff Girls: Saving the World Before Bedtime,4,30,8,5,11240,Hand Management,3
The Powerpuff Girls: Villains at Large Game,4,30,8,6,7544,Area Majority / Influence,3
The Presidential,2,45,11,5,16552,Action Points,4
The Prestel New York Architecture Game,5,30,8,6,13931,Acting,4
The Price Is Right,5,60,8,4,19699,Betting and Bluffing,2
The Price of Freedom: The American Civil War 1861-1865,2,120,12,6,7672,Action Points,5
The Primary,5,60,14,8,6609,Action Queue,3
The Prince: The Struggle of House Borgia,5,90,12,4,20039,Dice Rolling,7
The Princes of Florence,5,100,12,7,184,Abstract Games,1
The Princes of Machu Picchu,5,90,12,6,1536,Trading,3
The Princess and the Goblin,4,20,7,6,13153,Cooperative Game,4
The Princess and the Pea,4,10,3,5,18366,Cooperative Game,4
The Princess Bride: A Battle of Wits,10,15,10,5,16212,Enclosure,3
The Princess Bride: As You Wish,6,30,10,5,15583,Tile Placement,2
The Princess Bride: I Hate to Kill You,2,10,10,6,11194,Dice Rolling,1
The Princess Bride: Miracle Pill,6,15,10,5,17585,Dice Rolling,2
The Princess Bride: Prepare to Die,10,15,8,3,20112,Roll / Spin and Move,2
The Princess Bride: Storming the Castle,4,30,8,5,19783,Network and Route Building,3
The Prodigals Club,5,100,14,7,964,Modular Board,3
The Producer: 1940-1944,4,180,12,6,10467,Area Majority / Influence,3
The Pumpkin King,4,30,8,2,19876,Roll / Spin and Move,3
The Pursuit of Happiness,4,90,12,7,652,Roll / Spin and Move,1
The Pyramid's Deadline,6,20,8,5,8972,Area-Impulse,5
The Quacks of Quedlinburg,4,45,10,7,64,Customizable Games,1
The Queen of Hansa,4,45,8,7,8635,Card Drafting,4
The Quest for El Dorado: The Golden Temples,4,60,10,7,2001, Point to Point Movement,2
The Quest for Shangri-La,6,120,13,7,11276,Area Movement,10
The Quest of the Philosopher's Stone,8,120,8,5,18170,Party Games,1
The Quiet Year,4,180,0,7,4280,Grid Coverage,5
The Rats in the Walls,6,30,12,4,19016,Dice Rolling,2
The Ravens of Thri Sahashri,2,45,12,7,1699,Dice Rolling,3
The Real Ghostbusters Game,4,30,6,5,18268,Action Points,6
The Really Nasty Horse Racing Game,6,90,12,6,4593,Trick-taking,2
The Reckoners,6,100,13,7,975, Set Collection,2
The Red Cathedral,4,120,10,8,1623,Action Points,2
The Red Dragon Inn,4,45,13,6,1465,Roll / Spin and Move,2
The Red Dragon Inn 2,4,45,13,6,1322, Variable Player Powers,2
The Red Dragon Inn 4,4,60,13,7,2306, Dice Rolling,3
The Red Dragon Inn 5: The Character Trove,4,60,13,7,2293,Betting and Bluffing,3
The Red Dragon Inn 6: Villains,4,60,13,8,3998,Action Points,4
The Red Dragon Inn 7: The Tavern Crew,4,60,13,7,4956,Betting and Bluffing,2
The Red Dragon Inn: Allies - Spyke and Flower,2,40,13,7,10197,Betting and Bluffing,3
The Red Dragon Inn: Battle for Greyport,5,100,12,7,3105, Dice Rolling,2
The Red Dragon Inn: Gambling? I'm In!,8,5,15,6,8923,Betting and Bluffing,5
The Red Dragon's Lair,7,120,9,6,18266,Network and Route Building,2
The Reef,2,60,10,5,8988,Set Collection,2
The Refuge: Terror from the Deep,6,60,14,7,9766,Area Movement,2
The Republic of Rome,6,300,14,7,500,Hexagon Grid,3
The Resistance: Avalon,10,30,13,7,131,Dice Rolling,3
The Return of the Stainless Steel Rat,2,60,10,6,7949,Action Points,10
The Rise of Queensdale,4,60,12,7,1548,Dice Rolling,10
The Rise of the Roman Republic,3,240,0,6,5010, Trading,1
The Rising Sun: Command at Sea Volume I,12,150,12,7,7559, Legacy Game,2
The River,4,45,8,6,2135,Network and Route Building,3
The Road to Canterbury,3,60,10,6,2426, Set Collection,2
The Road to Cheren,2,240,0,7,6860,Pattern Building,1
The Road to Vicksburg: The Battle of Champion Hill,2,60,12,5,16194,Tile Placement,1
The Roaring 20's,6,180,12,5,16987,Dice Rolling,3
The Rolling Moon,6,30,6,4,18761,Set Collection,5
The Romans,4,150,14,7,7151,Dice Rolling,6
The Rose King,4,30,10,6,1277,Abstract Games,1
The Royal Navy,3,120,12,7,7747,Card Drafting,7
The Ruhr: A Story of Coal Trade,4,120,12,6,3285,Set Collection,2
The Russian Campaign,2,360,12,7,1436,Dice Rolling,3
The Russo-Japanese War: Dawn of the Rising Sun,2,360,12,7,8991,Dice Rolling,1
The Russo-Swedish War,2,300,0,6,14302,Hexagon Grid,12
The Sanctuary: Endangered Species,4,60,10,6,5185,Action Points,10
The Sands of Time,5,180,12,6,6757,Area Majority / Influence,5
The Sands of War,2,120,12,6,8652, Hand Management,2
The Scarlet Pimpernel,6,90,12,6,5980,Line Drawing,2
The Scepter of Zavandor,6,90,10,6,1221,Area Movement,7
The Scheldt Campaign,2,150,12,7,11274,Hexagon Grid,4
The Schlieffen Plan,2,360,12,7,8820,Card Drafting,8
The Seals of Cthulhu,2,20,10,6,13811,Betting and Bluffing,1
The Search for Planet X,4,60,13,8,877,Hexagon Grid,2
The Secret Door,8,20,5,6,7561,Dice Rolling,4
The Settlers of Canaan,4,60,7,6,2668,Action Points,5
The Settlers of the Stone Age,4,120,10,6,1948,Abstract Games,1
The Settlers of Zarahemla,4,90,12,6,3497,Hexagon Grid,2
The Seven Days of 1809: Napoleon and the Archduke Charles,4,480,14,7,6325,Card Drafting,3
The Seven Years War,6,240,12,6,11423,Hand Management,3
The Seven Years World War,4,240,12,6,11659,Dice Rolling,4
The Shadow Over Westminster,4,60,14,6,7782,Children's Games,1
The Sheep Race,6,45,10,6,6184,Line Drawing,3
The Shipwreck Arcana,5,30,12,7,809,Cooperative Game,2
The Shooting Party,1,15,0,6,11333,Card Drafting,6
The Shores of Tripoli,2,60,12,8,3569,Line Drawing,3
The Siblings Trouble,4,30,8,7,7115,Acting,2
The Siege of Constantinople: The End of the Middles Ages,2,180,12,5,11537,Dice Rolling,5
